難しいです。	大丈夫ですよ、ゆっくり取り組んで行きましょう。
最近追いつけていなくて焦っています。	大丈夫です。自分のペースで頑張りましょう。
Aはできるようになったけれども、まだBとCは難しいなと思うことが多いです。	難しい時は、細かく分けて考えてみてください。
やっぱりプログラミング苦手で結構難しかったです。	大丈夫ですよ、自分のペースで進めていきましょう。
今は文字列に取り組んでいるのですが、0から数えなくてはいけないことを忘れてしまったり、組み合わせ方が難しいと思いました。	そういう時は問題を見直してから進めていきましょう！
Colaboratoryを初めて使ったのでどこに入力しどう実行すればいいのか分からず戸惑いました。	初めてのことはわからないですよね。でも初めての経験って面白いですよ！
 だんだん問題が難しくなっていく中での、正解問題数が38なので、ペースが周りより遅いことはわかっていたのですが、不安が大きくなってきました。	焦らず、コツコツ取り組んでみてください。
B問題になると時間が掛かってしまいます。	だんだん解いていくことで速くなっていきますよ！
友達と話しながらやると面白いな、解けるなと思うことがあり解けると次の問題に行こうと思えるのですが、一人でやると1問で疲れてなかなか次の問題に進めない気がしました。	そういう時は、無理せず少しずつ進めていきましょう。
でも、頑張ったので、お腹がすきました!想像以上に授業の対面が始まったら忙しく、進められる時間があまりありませんでした。	大丈夫ですよ、焦らず自分のペースで進めていきましょう。
わからない問題はどんどん飛ばしていってしまっているので前期終わり、難しい問題しか残っていないのではと不安です。	大丈夫ですよ、だんだん解けるようになりますよ。
毎回、あまり進まず、時間がかかってしまうのを何とかしたいです。	コツコツ続けていけば、だんだん速くなっていきますよ。
一周間で10問ペースと考えると参ってしまいます。	細かく取り組んでいきましょう。
アルゴリズムはやっぱり難しいです。	アルゴリズムは難しいので、ゆっくり取り組んでみてくださいね。
すごく難しくなってきて困ってます。	他の人に聞いてみることも良いですよ。
特にグリッド圧縮と755にはかなり時間をかけているがまだ解けていない。	そんな時は、一旦他の問題に取り組んでみてはいかがですか？
関数難しかったです。	関数は難しいので、ゆっくり考えてみてください。
例題の入力をして、出力例が合っていたにも関わらずソースコードは間違っている判定をされた時にどこが間違っているのかを見つけるのが大変でした。	そういう時は、落ち着いて見直していきましょう。
c問題はやることが多くて大変です	やることが多い時は細かく分けて考えてみてください。
何回も不正解が出てしまい心が折れそうになりました	そういう時は、一旦他のことに取り組むのはいかがですか？
すごく難しそうです。	やってみたらできるかもしれませんよ、チャレンジしてみてください。
頭の中がごちゃごちゃになってものすごく時間がかかってしまいました	一旦、他のことに取り組んでみるのも良いですよ。
齋藤千種さんに1問助けてもらいました!リストをまだ使いこなせず、難しく感じた。	リストは難しいので、また復習してみてください。
先生の話が早くて全くついていけませんでした。	全て完璧でなくても大丈夫ですよ。後から振り返ることもできます。
第2回の範囲は、行列までで、両面印刷の途中で止まってしまっている状態です。	そんな時は、解ける問題から進めていきましょう。
ちょっと難しかったです。	そういう時は、細かく分けて考えていきましょう。
今回の授業はAtCoder行き詰りました。	そんな時は、一旦他のことをやってみてはいかがですか？
関数難しいです。	関数は難しいので、また復習してみてください。
だんだん内容が難しくなってきて一人では全く進められなくなってきて焦っています。	大丈夫ですよ、焦らず細かく分けて考えてみてください。
思っていたよりも1年でpythonの知識を忘れていて焦りました。	復習すればきっと思い出せます。
シミュレーションを使う、預金は難しいと思いました。	そういう時は、細かく分けて考えていきましょう。
どうすれば、またやる気になれるのでしょうか。	一旦、他のことに取り組んでみるのもオススメですよ。
今週は全くすすんでないです。	大丈夫ですよ、焦らず自分のペースで進めていきましょう。
今週は条件分岐の内容でしたが、私は繰り返し文が苦手だったので、for文やwhile文の違いがよくわかっていませんでした。	繰り返しは難しいので、また復習してみてください。
なかなかアルゴリズムになってから思うように進まないのですがゆっくり焦らずやろうと思いました。	いいことですね、ゆっくり焦らずやっていきましょう。
解けていない問題を進めていこうとしていますが、解ける問題がだんだんなくなってきていて焦っています。	そんな時は、少し離れてみてはいかがですか。
累積和とか全探索とかがまだあまり理解できず、解けない問題がごろごろと出てきてしまっています	累積和や全探索は難しいですよね、落ち着いて考えてみてください。
とりあえず、150問頑張ろうと思っていたのですが「無理では...」と思えてきました。	大丈夫ですよ、少しずつ取り組めば達成できますよ。
ビリヤードと秒針の問題はプログラミングがどうこう以前に数学力が試され、中高で習った数学の知識を過去に置いてきた私にはかなりの苦戦を強いられました。	そういう時は、細かく分けながら考えてみてください。
どこまで進められるか心配です。	ゆっくり進めれば意外と進んでいるものです。
適当なブレイクアウトルームに入りましたが、知っている子がいなくて、他の子達は知り合いっぽくてついていけなかったので相談などはできませんでした。	これをきっかけに仲良くなってみてはいかがでしょう。きっとみんなあなたの味方です。
演習問題がBやCばかりでいつもよりも難易度が高く難しかったです。	そういう時は、時間をかけて考えてみてください。
皆さん、早く出来ているのかと思うと心配です。	自分のペースで進めていきましょう。
割と忘れていたことも多かったので難しく感じました。	人間は忘れる生き物です。復習を繰り返しましょう。
わかったようで分からない	そういう時は、細かく分けて考えていきましょう。
周りに比べたらまだまだ進捗は遅いかもしれません。	大丈夫ですよ、自分のペースで進めていきましょう。
AtCorderが少し難しかったです。	ゆっくり取り組んでみてください。
これだ!と思って打ち込み、結果にREが出てくるとやっぱりへこみますね...(涙)	そういう時もあります。諦めずに頑張っていきましょう。
3.5の演習問題は消費税とソーシャルゲームに苦戦している。	消費税やソーシャルゲームは難しいので、ゆっくり考えてみてください。
アルゴリズムに入ってから授業内容に追いつけていないので焦っています。	アルゴリズムは難しいので、ゆっくり考えてみてください。
アルゴリズムに入ってから問題が難しくなり、AtCoderに取り組むのに腰が重たくなってきました。	アルゴリズムは難しいので、とりあえず1問というように少しずつ取り組んでみてください。
思った以上にプログラミングのことを忘れていて少し苦労しました。	ゆっくり復習をしながら進めていってください！
段々難しくなっていくのと他の科目の期末が近づいてきたことも重なり、自分のペースが落ちていることに焦りを感じます。	ペースが落ちても少しずつ進めていきましょう。
がんばります...どんどん難しくなって進みもとても遅くなってます。	ゆっくり考えながら取り組めば大丈夫ですよ。
もうだんだん追いつけてません。	大丈夫ですよ、ゆっくり進んでいきましょう。
預金が難しかったです。	預金は難しいので、また復習してみてください。
colabでは「print」を使わずに実行することができるので使わずにそのままAtCoderで提出したら不正解になってしまっていたことになかなか気がつかなかったため苦戦しました。	そういう時は、ゆっくりプログラムを確認しましょう。
簡単ではありませんでした。	プログラミングは難しいですよね。
後半に入ってやってる人とやってない人で差ができていてやばいなと思いました。	自分のペースで落ち着いてやっていきましょう。
難しくてかなり時間がかかってしまった。	大丈夫ですよ、自分のペースで進めていきましょう。
・アルゴリズムになってからすごく問題が難しくなってきたと感じます。	アルゴリズムは難しいので、ゆっくり取り組んでみてくださいね。
今日であれば友達は3回目の授業内容から進めるので聞きづらいです。	そういう時は、先生に声をかけてくださいね！
また慣れないアプリでの授業というのと、春休みで全く触れなかったせいもありだいぶ苦労しています。	少しづつ慣れていきましょう。
入力例を試して出力例が正しく出たとしても、実際提出するとWAで返ってくることが今回の第9回の演習問題では特に多く、苦戦しています。	そんな時は、ゆっくり問題を見直してみてください。
2回の演習問題はあと三つです!Colabではちゃんと出力できても、AtCoderではエラーになってしまうものもあり、難しいなと感じた。	そういう時は、ゆっくりプログラムを確認しましょう。
少しずつ慣れてきたいですPythonがすごく苦手で問題を解くスピードがかなり遅いのですが大丈夫でしょうか。	大丈夫ですよ、解いていけば速くなっていきますよ。
友達がほぼいないのでブレイクアウトルームが結構しんどいです。	これをきっかけに友達を作ってみてはいかがでしょう。きっとみんなあなたの味方です。
感謝!!今週は体調が悪くてなかなか進めることができませんでした。	そういう時は、無理しないことが大切です。
 また、最近気づいたどうでもいいことなのですが、AtCoderユーザ名が明らかに自分すぎて、AtCoder演習問題の進み具合がバレるかもと思い、失敗したなと思いました。	大丈夫ですよ、自分のペースで進めていきましょう。
毎日AtCoderをやる習慣がせっかくついたのにくじけそうです。	くじけず、一日1問でも取り組んでみてください。
今週も中々進まなくて辛いです、、。	コツコツ続けていけば、いつか進む時が来ますよ。
プログラミングが長く複雑になってきていて大変だと感じました。	長いときは、細かく分けてやってみてください。
list使うの苦手です...。	listは難しいので、また復習してみてください。
周りの人が進んでいると思うと焦ってしまいます。	自分のペースで頑張っていきましょう！
毎回結果がでるまでにやや時間があるので緊張してしまう。	緊張せず、気楽に取り組んでください！
論理式が難しくてなかなか解けないです。	論理式は難しいですよね、ゆっくり考えてみてください。
正直ここら辺からついていけるか心配です。	ゆっくり取り組めば、大丈夫です！
 1年生の時もそうでしたが、リストやfor文の内容に入ったころから一気に分からなくなってきてしまいました。	そういう時は、ゆっくり時間をかけて考えてみてください。
少し難しくなってきた。	ゆっくり取り組んでみてください。
簡単な並び替えなら簡単だが、複雑になるとわからなくなる。	並び替えは難しいので、細かく分けて考えてみてください。
AtCoderの方は最近、進みが悪くなりました!!難しくなってきました、、	時間をかけて問題を解いていくことも大切ですよ！
 時間を見つけて、楽しく解いてはいますが、目標のACの数に届くか心配になってきました。	楽しく解くことが一番なので、そのままコツコツ続けていきましょう！
また、自分の進め方が正しいのかなど不安になります。	大丈夫ですよ、自分のペースで進めていくことが大切です。
リストが難しく、友達に教えてもらわないと中々進めることができなかったです。	リストは難しいので、ゆっくり考えながら進めてみてください。
今週は全然手をつけることができませんでした。	そういう時もありますよ。ゆっくり進めていきましょう。
毎回、割と苦労してます、、。	地道に取り組むことが大切ですよ。
教わってようやく1問、、という感じです。	1問ずつの積み重ねが大事ですよ
元々進捗が他の方よりもかなり遅いので心配です。	自分のペースで頑張っていきましょう！
1年生の時に関数は触れる程度でしか学習していないので6の関数から難しく授業時間内ではあまり進みませんでした。	関数は難しいので、ゆっくり復習してみてください。
わからない問題があった場合飛ばして解くのですが、そうするとどのコードを使えばいいかわからなくなることがあります。	そういう時は、前後の問題の復習をしてみてはいかがですか？
全然遅れが巻き返せないです。	コツコツ進めていきましょう。
今日の内容は30で詰まってしまったため、25~31までしか進みませんでした。	大丈夫ですよ、自分のペースで進めていきましょう。
第9回の問題がCが多くて苦戦し、時間がかかってしまいました。	第9回は難しいので、大丈夫ですよ。
第二回の講義の範囲となってしまいますが、コンテストの開始時間の問題が難しくてかなりてこずってしまいました。	開始時間の問題は難しいので、また復習してみてください。
最初の4問だけ解けましたが、それ以降は本当に難しくて歯が立ちませんでした。	そんな時は、一旦昔の問題を解いてみてはいかがですか？
あまり進みませんでした。	大丈夫ですよ、自分のペースで進めていきましょう。
プログラムをやっていると、これでできたか?と思ってもエラーになってしまってなかなか苦戦しています。	そういう時は、ゆっくり見直しをしてみましょう。
すべての授業が終わってるまでに問題が解き終わる気がしないです。	自分のペースで進めていきましょう。
少しペースが遅かったため、ゴールデンウィークの間に進めたのですが、同じルームの子に追いついただけだったので悔しいです。	自分のペースで進めていけば大丈夫ですよ。
星集め、差分の和にも挑戦したのですが分かりませんでした。	ナイスチャレンジです。
元々、listが苦手なので他のものより進むのに時間がかかってます。	苦手な部分は、ゆっくり復習をしながら進めていきましょう。
アルゴリズムから難しくなかなか進まないです...。	アルゴリズムは難しいので、ゆっくり考えてみてください。
今回の演習問題は、前回よりは難易度が上がったと思いました。	だんだんと難しくなっているので、ゆっくり取り組んでいきましょう。
難しかったです。	お疲れ様です。
特に、「81」と「ケーキとドーナッツ」の問題がなかなかうまくいかず悩みました	81もケーキとドーナッツも難しいので取り組んでいってえらいです！
今週はあまりできませんでした。	大丈夫ですよ、自分のペースで進めていきましょう。
 初めの方は比較的スムーズに解き進めていましたが、電源プラグなどで時間を取られてしまいました。	大丈夫ですよ、解いていくことでだんだん速くなりますよ。
ちょくちょく進めないとと思うのですが、パソコンを開こうという気持ちにならないことが理由だと思います。	コツコツ進めていくことが大切ですよ！
 AtCoder演習問題はまだ進めていません。	大丈夫ですよ、焦らず自分のペースで進めていきましょう。
また、1回目の課題でどうしてもわからないところなど前の授業でできなかったところをどう解決したら良いかわかりません。	そういう時は、先生に声をかけてくださいね！
終わりに近づいてきてさらに難しくなったと思います。	もう少しです！頑張りましょう！
WAが連発でなかなかてこずっており2問しかACが出ていません。	大丈夫ですよ、落ち着いて考えてみてください。
二乗誤差で見事に沼りました。	二乗誤差は難しいですよね、ゆっくり考えてみてください。
私はA+取りたいので頑張って問題解こうと思ったのですが一問解くのに時間がかかりすぎてすでにお先真っ暗です。	大丈夫ですよ、解いていくことでだんだん速くなりますよ。
総まとめ復習みたいな問題が多いなと思ったのですがやはりリストとか文字列とかが苦手だなと感じてしまいました...	苦手な部分は、復習しながら進めていきましょう。
 最近1問解くのに時間がかかってなかなか進みません。	粘り強く取り組めば、だんだん速くなりますよ。
見やすいように名前を入れたのですがどこがダメなのかよくわからないです。	そんな時は、落ち着いて見直してみましょう。
二重誤差が難しかったです。	二重誤差は難しいので、また復習してみてください。
リストの扱いが苦手で第4回テキスト内の例題を丁寧に進めていたら授業中に演習問題にたどり着かなかった。	リストは難しいので、ゆっくり進めていってください！
どうしても思いつかず、他の人が解答したプログラムを見てprintで途中を表示しながらこういう流れだと理解することが増えていて自分の力になっているのかが不安です。	内容を理解することで自分の力にしていくことができますよ。
今までの範囲でも難しいなぁと感じていたのに、関数という新たな強敵も出てきて、世も末って感じです。	関数は難しいので、ゆっくり復習してみてください。
全体的に前回の問題よりも難しく感じました。	だんだんと難しくなっているので、ゆっくり取り組んでいきましょう。
 アルゴリズムについての内容に入り、難しいな、、、と感じています。	アルゴリズムは難しいので、時間をかけて考えてみてください。
例題は上手くできたが、AtCoderで自分で考えるのが難しかった。	そういう時は、細かく分けて考えていきましょう。
数回前の授業から既に授業きついていけていませんでした。	そんな時はわからないところに戻って考えてみてください。
文字列圧縮と1時間くらい格闘しましたが負けました悔しいです!!!!!!前の部分を進めました。	時間をおいてまた取り組んでみてはいかがですか？
今後が心配です。	大丈夫ですよ、ゆっくり取り組んで行きましょう。
どのようにアプローチすればよいか思いつきません。	相談してヒントをもらうことも時には大切です。
実行時エラーや、不正解の連続で気が折れてしまいそうです。	そういう時は、一旦他のことに取り組むのはいかがですか？
だんだん難しくなってきているとひしひしと感じています。	そんな時は、ゆっくりと取り組んでみてください。
授業中に半分くらいしか進まないので毎回の課題が溜まってしまいます。	少しずつ進めていくと良いですよ。
関数難しいです。	関数は難しいので、ゆっくり復習してみてください。
これが何をしているのかよくわからなかった。	そういう時は、落ち着いて問題文を見直してみてください。
友達に質問しずらくなってきた...。	先生に声をかけて大丈夫ですよ。
やばいやばいと思いつつ全然進めない自分が嫌になります難しくて何から手を付けていいかわかりませんあと三回なので、最後まで頑張っていきたいと思います。	そんな時は、一回前に戻ってみてください。
 教職のために、計算機数学IIも履修するつもりでいますが、不安です。	大丈夫ですよ、計算機数学Ⅱもできるようになりますよ。
c問題が増えてきて、難しくなってきた。	c問題は難しいので、ゆっくり考えてみてください。
テストが落ち着いたらレポートにも取り組みます深さと幅優先探索がどんなものかはなんとなく理解できましたが、果たしてこのコードを理解し更にかけるようになる日は来るのかと感じました。	使っていけば、理解できるようになる日が来ますよ。
今日のzoomで、周りの生徒の進捗状況が自分よりもだいぶ早そうで、とても焦りました。	大丈夫ですよ、焦らず自分のペースで進めていきましょう。
今日は前回に比べて問題があまり進まなかった。	大丈夫ですよ、ゆっくり取り組んで行きましょう。
問題番号は70番くらいまで進んでるけど解けた数だと58問ということがわかったのでちょっと焦ってきました。	大丈夫ですよ、少しずつ取り組んでみてください。
本日のブレイクアウトルームも他の先生では行わない交流の機会を設けてくださりうれしいのですが、友人が一人もおらず、ちきって入れませんでした。	みんなきっと優しいですよ。応援しています。
問題自体はクイズみたいでアルゴリズムを考えつくことは比較的容易なのですが、コードで表現する部分に苦戦しています。	問題を重ねていけばコードで表現する力もついていきますよ！
慣れるまで少し時間がかかりそうです...	大丈夫ですよ、ゆっくり取り組んで行きましょう。
内容が難しくなって思うように進まなくなった。	そんなときには、一旦前に戻って考えてみてください。
Pythonもなかなか答えにたどり着けなくなってきて悔しいです。	悔しいという思いはいいことですね。ゆっくり解いていきましょう。
AtCoderの課題リストの反映がたまにおかしい時があるので、きちんと先生にも反映されているか心配になることがあります。	そういう時は、先生に声をかけてみてください。
ゴールデンウィークはサボってしまってあんまり全然進みませんでした。	そういう時もありますよ。ゆっくり進めていきましょう。
ラストスパートなのに先週に引き続きやる気が起きなくて危機を感じてます。	とりあえず取り組んでみましょう！
全くついていけないです。	大丈夫ですよ、自分のペースで進めていきましょう。
苦手ということもあり、やろうと思うまでに時間がかかってしまいます。	少しでも取り組んでいくのが良いですよ。
python進めるやる気が出なくなったのですが、そろそろテストも終わり、また期末が来てしまうので今のうちに頑張らなくてはならないなと思います。	やる気がなくなったときには、一旦甘いものなどをとって休んでみては？
前よりも授業内に進むスピードが遅くなっていると感じます。	だんだん解いていくことで速くなっていきますよ！
出遅れている感があり焦っています。	大丈夫ですよ、焦らず自分のペースで進めていきましょう。
内容が難しい。	そんな時は、細かく分けて取り組んでみてください。
だんだんと番号が大きくなるにつれ、内容も重くなってきていると感じます。	だんだんと難しくなっているので、ゆっくり取り組んでいきましょう。
最初のほうはスラスラ解ける問題もありましたが、非常に難しいと感じる問題が増えてきました。	ゆっくり時間をかけて取り組んでみてください。
メンタルがやられそうですが、頑張ります。	自分のペースで頑張っていきましょう！
達成できるか不安です...。	コツコツ進めていけば大丈夫ですよ！
ランタイムエラーが何回か出てしまって困りました。	そういう時は、ゆっくりプログラムを確認しましょう。
今週はいろいろ予定がたまりすぎて進みませんでした。	大丈夫ですよ、自分のペースで進めていきましょう。
defを使うやり方を去年授業で確認してたはずなのですが、あまり理解出来ていなかったらしく、進みが遅くなりそうです。	そういう時は、時間をかけて復習してみてはいかがですか？
ほかの科目の課題が多すぎて泣けます。	コツコツ進めていきましょう！
12回目難しいです。	そうですね、12回目は少し難しいのでゆっくり読んでみてください。
急に難しくなってきて全然理解できなくて落ち込みました。	そういう時は一旦他のことに取り組んでみるのも良いですよ。
 今週はAtCoderをそんな進めることができませんでした。	大丈夫ですよ、自分のペースで進めていきましょう。
自分で考えたプログラミングが間違っていて、他の方の回答をみてみると、そんなに簡単にできるのか!と思うほど短くやっていて、自分は全然分かってないと落ち込みました。	大丈夫ですよ、取り組み続ければだんだん短くできるようになりますよ。
今日の関数はとても難しかったです。	関数は難しいので、また考えてみてください。
今までif、whileを使うときは問題に条件文で書いてある場合や、使って解きなさいと書かれている状況下でしかなかったので、電気プラグの問題でどのように考えれば上手くたどり着くのか自力では思いつきませんでした。	そういう時は細かく分けて考えてみましょう。
目標は100問ですが、これからもっと難しくなるだろうし目標を達成できるか心配です。	大丈夫ですよ、自分のペースで進めていきましょう。
ほかの中間試験が一通り終わったのでこの授業も本腰入れておこうと思います関数が入ってから全然進みますん。	関数は難しいので、ゆっくり考えてみてください。
平均点難しかった。	平均点は難しいですね。また復習してみてください。
別の話になってしまうのですが、後期の計算機数学は対面でやりますか?あと残り3回と知って焦っています。	焦らず、ゆっくり取り組んでみてください。
星集めはちょっと難しいですAtCoderは50(おつり)まで進みました。	星集めは難しいので、また復習してみてください。
1年のプログラミングの授業をオンラインだったのもあり、途中からわからなくなったのを放置していたので全くわからない状態です。	そんな時は、一旦前に戻って復習していきましょう。
わからないところを飛ばしてどんどん進んでしまっているので、進捗はあまりよくないと思います。	そんな時は、ぜひどこかで昔の問題に戻ってみてくださいね。
まだなんとかなると信じてます...ちょっとした打ち間違えや問題の読み取りミスが多くて参りました。	落ち着いて問題に取り組んでみましょう。
関数を使い慣れていないので難しかったです。	関数は難しいので、また取り組んでみてください。
チャレンジ問題授業内で少しやろうかと思ったのですが、難しくて、一度断念。	一旦他のことをやることもいいですよね。
去年は一人でプログラミングの授業を受けていたので不安だらけでした。	わからない部分は、声をかけてくださいね。
 アンケートに目標が150問と書きましたが、現在60問ほどしか進んでおらず、来週からアルゴリズムになるのにまずいな、、、と思いました。	焦らず、自分のペースで進めていきましょう。
また改めて、while、for構文に苦手意識があるなあと思いました。	苦手な部分は、ゆっくり復習をしながら進めていきましょう。
今日はPCの調子がおかしく、Colaboratoryが動かなかったりカーソルが動かせなかったりで全然進みませんでした。	そういう時は、無理せずできることをやってみてください。
大きい躓きというよりは小さいものなので先生にも対面ならいいですがオンラインだと聞きづらいです。	大丈夫ですよ、気にせず声をかけてみてください！
進んでいなくてかなりまずいです。	落ち着いて少しずつ取り組んでみてください。
分からなくて、他の人のコード参考にしようと思っても全然理解できなくてやばいって思ってます。	そういう時は、いろいろなコードを参考にしてみてください。
頑張ればA、A+は必ず取れるので明確な基準設けてくれるのありがたいと思いましたA+取れるように頑張ります12回以降は難しすぎて、やる気が出ません	一旦、他のことに取り組んでみるのも良いですよ。
13日のABC、C問題まで解けた、が、振り返ってみるとびっくりするほどややこしいやり方で解いていて、後悔した。	まずは解けたことが大切です。
演習問題は差分の和で詰まってしまい、悲しかったです。	時には休むことも大切ですよ。
第8章から解説を見ながらでないと解けなくなってきていて焦ります。	焦らず、じっくり考えてみてください。
アルゴリズムが本当に難しいです。	アルゴリズムは難しいので、時間をあけて再度取り組んでみてください。
私には難しい。	そんな時は、細かく分けて取り組んでみてください。
特に、for文や演算系(+=など)を使うべき問題が難しかったです。	for文は難しいので、ゆっくり考えながら進めてみてください。
20日は休講で特にやっていないため何も進んでいません。	大丈夫ですよ、自分のペースで進めていきましょう。
最近自分一人で解ける問題が全然なくて焦っています。	大丈夫ですよ、取り組んでいけばだんだんできるようになりますよ。
